,Date,StartupName,CityLocation,InvestorsName,InvestmentType,AmountInUSD
1271,19/06/2015,Housejoy,Bangalore,Matrix Partners,Private Equity,"4,000,000"
1272,19/06/2015,FundsIndia.com,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,"11,000,000"
1273,20/06/2015,Cupick,Bangalore,Group of Angel Investors from US/India,Seed Funding,"120,000"
1274,20/06/2015,Tracxn,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,"10,000,000"
1275,21/06/2015,Holachef,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"3,100,000"
1276,22/06/2015,belong,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,"5,000,000"
1277,22/06/2015,Vidgyor,Bangalore,AngelPrime,Seed Funding,"500,000"
1278,23/06/2015,Goodservice,New Delhi,Sequoia Capital,Private Equity,"1,600,000"
1279,23/06/2015,Treebo,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,"6,000,000"
1280,23/06/2015,EduKart,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"1,000,000"
1281,24/06/2015,The Porter,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,"5,500,000"
1282,24/06/2015,Retention.ai,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,"500,000"
1283,25/06/2015,Fusion Microfinance,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,"8,600,000"
1284,25/06/2015,Zinka,Bangalore,"Accel Partners, Flipkart",Private Equity,"6,000,000"
1285,26/06/2015,CreditMantri,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,"2,500,000"
1286,26/06/2015,GetMyPeon,Mumbai,Undisclosed investors,Seed Funding,"250,000"
1287,29/06/2015,UrbanClap,New Delhi,"SAIF Partners,  Accel Partners",Private Equity,"10,000,000"
1288,29/06/2015,AdWyze,Bangalore,Mape Advisory,Seed Funding,"1,000,000"
1289,29/06/2015,Zimmber,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,"400,000"
1290,30/06/2015,Flatchat,Bangalore,Commonfloor,Private Equity,"2,500,000"
1291,30/06/2015,MyCFO,Mumbai,Sameer Koticha,Private Equity,"1,500,000"
1292,01/05/2015,Foodpanda,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,"100,000,000"
1293,01/05/2015,Termsheet,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,"100,000"
1294,04/05/2015,Applicate,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,"550,000"
1295,04/05/2015,World Art Community,Gurgaon,Viraj Tyagi & others,Seed Funding,"200,000"
1296,04/05/2015,SpoonJoy,Bangalore,SAIF Partners,Seed Funding,"1,000,000"
1297,05/05/2015,Seed Schools,Hyderabad,Acumen Fund,Seed Funding,"650,000"
1298,05/05/2015,Ignis Careers,Hyderabad,Acumen Fund,Seed Funding,"250,000"
1299,05/05/2015,Square Yards,Gurgaon,Undisclosed Investors,Private Equity,"6,000,000"
1300,05/05/2015,Fintellix,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,"15,000,000"
1301,06/05/2015,Delhivery,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,"85,000,000"
1302,06/05/2015,Swiggy,Bangalore,Norwest Venture Partners,Private Equity,"15,000,000"
1303,07/05/2015,Box8,Mumbai,Mayfield Ventures,Private Equity,"3,500,000"
1304,07/05/2015,Toppr,Mumbai,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,"10,000,000"
1305,07/05/2015,Vedantu,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,"5,000,000"
1306,08/05/2015,BuyHatke,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,"1,000,000"
1307,08/05/2015,Uniken,Pune,Exfinity Ventures,Private Equity,"2,000,000"
1308,08/05/2015,GrandOpinion,New Delhi,Florida based Angel investor,Seed Funding,"150,000"
1309,12/05/2015,ZapStitch,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,"2,000,000"
1310,12/05/2015,Wassup,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,"2,000,000"
1311,12/05.2015,Plancess,Mumbai,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,"2,000,000"
1312,14/05/2015,IndianRoots.com,Gurgaon,KJS Group,Private Equity,"5,000,000"
1313,14/05/2015,RedPolka,Mumbai,Undisclosed Investors,Seed Funding,"250,000"
1314,15/05/2015,Venturesity,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,"270,000"
1315,19/05/2015,Chaayos,New Delhi,Tiger Global Management,Private Equity,"1,000,000"
1316,19/05/2015,Akosha,New Delhi,Sequoia Capital,Private Equity,"16,000,000"
1317,19/05/2015,Cooey,Bangalore,Subhash Goyal,Seed Funding,"470,000"
1318,19/05/2015,MeetUniv,Noida,Peesh Venture Capital,Seed Funding,"1,000,000"
1319,19/05/2015,Crown-it,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,"5,500,000"
1320,19/05/2015,Trucksfirst,Gurgaon,SAIF partners,Private Equity,"10,000,000"
1321,20/05/2015,Lookup,Bangalore,Biz Stone,Private Equity,"3,000,000"
1322,22/05/2015,Nudgespot,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"625,000"
1323,22/05/2015,EveningFlavors,Bangalore,Sandiep Shrivatsava,Seed Funding,"500,000"
1324,25/05/2015,ZenParent,Bangalore,i2india Ventures,Seed Funding,"500,000"
1325,26/05/2015,UrbanPro,Bangalore,Nirvana Venture Advisors,Private Equity,"2,000,000"
1326,26/05/2015,Goodbox,Bangalore,Manipal Group,Seed Funding,"200,000"
1327,26/05/2015,Renderlogy,Hyderabad,Astarc Ventures,Private Equity,"1,000,000"
1328,27/05/2015,Postman,Bangalore,Nexus Venture Partners,Seed Funding,"1,000,000"
1329,27/05/2015,Casa2inns,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,"5,000,000"
1330,27/05/2015,FleetRover,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"180,000"
1331,28/05/2015,TheKarrier,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"240,000"
1332,28/05/2015,Zoomcar,Bangalore,Sequoia Capital,Private Equity,"5,000,000"
1333,30/05/2015,Ather Energy,Bangalore,Tiger Global,Private Equity,"12,000,000"
1334,03/04/2015,Swiggy,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"2,000,000"
1335,04/04/2015,Bluegape,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"200,000"
1336,06/04/2015,InstaLively,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"120,000"
1337,07/04/2015,Pricejugaad,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"165,000"
1338,07/04/2015,Quikr,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"150,000,000"
1339,07/04/2015,PressPlay,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"2,200,000"
1340,08/04/2015,FirstCry.com,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,"10,000,000"
1341,08/04/2015,MobiKwik,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"25,000,000"
1342,08/04/2015,Olacabs,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"400,000,000"
1343,09/04/2015,Gadgetwood,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,"200,000"
1344,09/04/2015,Bonhomia,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"2,000,000"
1345,09/04/2015,Changer Mints,Kolkata,Hyderabad based investor,Seed Funding,"165,000"
1346,09/04/2015,Urban Ladder,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"50,000,000"
1347,10/04/2015,Whatfix,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"900,000"
1348,11/04/2015,Zomato,Gurgaon,Info Edge (India),Private Equity,"25,000,000"
1349,13/04/2015,ZopNow,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"10,000,000"
1350,13/04/2015,Nayi Disha,New Delhi,"Ajay Relan,",Seed Funding,"300,000"
1351,13/04.2015,The Porter,Mumbai,Kae Capital,Seed Funding,"500,000"
1352,13/04/2015,Commeasure,Noida,Jungle Ventures,Seed Funding,"1,000,000"
1353,13/04/2015,Capricoast,Bangalore,Accel Partners India,Seed Funding,"1,250,000"
1354,14/04/2015,LocalOye,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"5,000,000"
1355,15/04/2015,Grofers,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,"35,000,000"
1356,15/04/2015,PepperTap,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,"10,000,000"
1357,15/04/2015,PolicyBazaar,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"40,000,000"
1358,16/04/2015,UrbanClap,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"1,600,000"
1359,16/04/2015,Taskbob,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"1,200,000"
1360,17/04/2015,Robosoft,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"12,000,000"
1361,20/04/2015,Pastiwala,Vadodara,Agnus Capital,Private Equity,"4,000,000"
1362,20/04/2015,1mg (Healthkartplus),Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"6,000,000"
1363,20/04/2015,Freshdesk,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"50,000,000"
1364,20/04/2015,Sulekha.com,Chennai,GIC ventures,Private Equity,"28,000,000"
1365,22/04/2015,Eat.Shop.Love,Bangalore,Undisclosed Investor,Private Equity,"3,500,000"
1366,22/04/2015,Avanti Learning,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"1,500,000"
1367,23/04/2015,Simplilearn,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"15,000,000"
1368,23/04/2015,Craftstvilla,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"18,000,000"
1369,23/04/2015,HeadOut,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"1,800,000"
1370,23/04/2015,happay,Bangalore,AngelPrime,Seed Funding,"500,000"
1371,23/04/2015,Jugnoo,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"1,000,000"
1372,24/04/2015,Coverfox,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"12,000,000"
1373,27/04/2015,Torqus,Pune,S S Mukherji & Others,Seed Funding,"350,000"
1374,27/04/2015,Grab,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"1,000,000"
1375,27/04/2015,LogicRoots,Jaipur,"Ah! Ventures, Calcutta Angels,  91SpringBoard",Seed Funding,"400,000"
1376,28/04/2015,Babajobs,Bangalore,SEEK Ltd & affiliates,Private Equity,"10,000,000"
1377,28/04/2015,Jay Robotix,Hyderabad,Cross Border Angels & others,Seed Funding,"250,000"
1378,28/04/2015,Naaptol.com,Mumbai,Mitsui & Co & existing investors,Private Equity,"21,500,000"
1379,29/04/2015,ReGlobe,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,"1,000,000"
1380,29/04/2015,Icertis,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"6,000,000"
1381,29/04/2015,Tracxn,Bangalore,SAIF Partners,Private Equity,"3,500,000"
1382,29/04/2015,Tradelab,Bangalore,Rainmatter,Seed Funding,"400,000"
1383,29/04/2015,PiQube,Chennai,The HR Fund,Seed Funding,"500,000"
1384,29/04/2015,Travel Triangle,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"8,000,000"
